wav_filename,wav_filesize,transcript
common_voice_pt_20120433.wav,124460,eu quero reservar um bar vizinho ao nosso apartamento
common_voice_pt_20120435.wav,79148,o que devo dizer
common_voice_pt_20120436.wav,101420,ela disse que linda fez isso
common_voice_pt_20120437.wav,118316,o frasco vazio estava na bandeja de lata
common_voice_pt_20120438.wav,122924,eu não acho que possa ser encontrado na biblioteca real
common_voice_pt_20120440.wav,143660,um homem está andando perto de uma parede muito colorida
common_voice_pt_20120441.wav,111404,naquele momento o telefone tocou
common_voice_pt_20129801.wav,106796,paul se desculpou com linda e abriu a porta
common_voice_pt_20129802.wav,138284,um menino novo que prende uma escova sobre o dissipador
common_voice_pt_20129803.wav,142124,pessoas que se aglomeram para ver barcos no oceano
common_voice_pt_20129804.wav,127532,abuso de autoridade por parte do partido
common_voice_pt_20129933.wav,112940,a peça começou assim que nos sentamos
common_voice_pt_20129934.wav,158252,as festas de páscoa e natal serão consideradas o dia trabalhado
common_voice_pt_20129937.wav,100652,uma propriedade rural
common_voice_pt_20129951.wav,119084,se fosse tão puro por que estava entediado
common_voice_pt_20129952.wav,139052,desejo encontrar um romance chamado holocausto africano
common_voice_pt_20129953.wav,119852,o fogo do inverno é metade da comida
common_voice_pt_20129954.wav,109100,podemos por favor sair agora
common_voice_pt_20129962.wav,110636,dois cachorrinhos brancos correndo
common_voice_pt_20129963.wav,152876,mulheres com uma camisa amarela falando com um homem mais velho
common_voice_pt_20129965.wav,96044,uma aula cheia de alunos
common_voice_pt_20129996.wav,87596,eu não escolhi essa frase
common_voice_pt_20129997.wav,133676,duas pessoas perseguindo borboletas e pegando elas
common_voice_pt_20129999.wav,76076,eu não fiz isso
common_voice_pt_20130000.wav,185900,uma pessoa encontra se metade debaixo de um carro de face para baixo
common_voice_pt_20130011.wav,109868,a primeira turma será composta pelos ricos
common_voice_pt_20130013.wav,112172,uma mulher pinta um desenho em um vaso
common_voice_pt_20130031.wav,72236,como pode ser
common_voice_pt_20130032.wav,188204,as pessoas estão dançando em uma plataforma quadriculada enquanto as pessoas estão assistindo
common_voice_pt_20130034.wav,86828,um cachorro em um carro
common_voice_pt_20130035.wav,93740,eu sei que sou um luxo
common_voice_pt_20130062.wav,119852,este homem está trabalhando na placa de circuito
common_voice_pt_20130064.wav,92204,mas ele estava errado
common_voice_pt_20130065.wav,152876,foi meu incentivo moral para todos os esforços que fiz até agora
common_voice_pt_20130078.wav,149036,um homem mergulha na água cercada por pedras e pinheiros
common_voice_pt_20130079.wav,109100,muitos bons dias são um ano ruim
common_voice_pt_20130080.wav,107564,para ladrões não há nada fechado
common_voice_pt_20130091.wav,162860,um homem está cantando em um microfone e outro homem está tocando violão
common_voice_pt_20130092.wav,132140,um homem de casaco preto está andando ao ar livre
common_voice_pt_20130093.wav,134444,noventa e cinco linhas e não mais é isso
common_voice_pt_20130094.wav,152876,veja os comentários comentários e avaliações no site
common_voice_pt_20130095.wav,99116,um homem e seu filho no lago
common_voice_pt_20142107.wav,152876,tranquilidade é o primeiro dever dos cidadãos
common_voice_pt_20142109.wav,142124,homens sendo entrevistados pela fox news
common_voice_pt_20142110.wav,145964,pode se ocupar com foco em seu trabalho
common_voice_pt_20142116.wav,192044,o uso de um passado ou outro varia do catalão para o espanhol
common_voice_pt_20142117.wav,121388,o trem está descendo a pista
common_voice_pt_20142118.wav,132908,uma criança está olhando livros
common_voice_pt_20142119.wav,159788,dois jogadores de basquete brigando por cima da bola
common_voice_pt_20142133.wav,232748,uma mulher está pintando uma cena do grand canyon em seu cavalete portátil
common_voice_pt_20142134.wav,143660,finalmente duas coisas se destacam
common_voice_pt_20142135.wav,228140,este é o direito de lucrar o socialismo refinado ou de segundo grau
common_voice_pt_20142136.wav,220460,uma multidão assistindo a um artista de rua e duas crianças pequenas
common_voice_pt_20142140.wav,163628,dois velhos em chapéus cochilam ao sol do lado de fora
common_voice_pt_20142145.wav,139052,um grupo de pessoas se reuniu para uma reunião
common_voice_pt_20142146.wav,146732,delitos de tráfico que constituem um crime
common_voice_pt_20142147.wav,101420,não é mel para a boca do burro
common_voice_pt_20142148.wav,165932,dois cães estão pulando em uma praia vazia com ondas
common_voice_pt_20142149.wav,119084,eu sou alérgico à penicilina
common_voice_pt_20142150.wav,219692,um treinador de um jogo escuta seus fones de ouvido e assiste ao jogo
common_voice_pt_20142151.wav,191276,um menino está jogando um balde de água em alguém em uma fonte
common_voice_pt_20142152.wav,195884,como vencedor carlos dá seu discurso de aceitação em frente ao palco
common_voice_pt_20142160.wav,101420,eu não sabia porque
common_voice_pt_20142161.wav,111404,abra o vimeo e toque música
common_voice_pt_20142162.wav,77612,um homem
common_voice_pt_20142164.wav,162092,um homem muito feliz em uma camisa colorida está dançando
common_voice_pt_20142165.wav,145196,duas pessoas estão em uma área árida
common_voice_pt_20142180.wav,149804,tudo bem eu preciso fazer uma ligação antes de sairmos
common_voice_pt_20142193.wav,196652,uma mulher vestindo uma luva branca espreita sobre a multidão
common_voice_pt_20142194.wav,95276,muito bem muito bem
common_voice_pt_20142195.wav,204332,uma mulher em um vestido laranja montando um passeio de carnaval
common_voice_pt_20142196.wav,178220,um palhaço que levanta para uma imagem com um coelho em um chapéu
common_voice_pt_20142208.wav,106028,claro que sou
common_voice_pt_20142211.wav,125228,eles ouviram as pessoas andando na rua
common_voice_pt_20142441.wav,129068,gostaria de estudar em stanford
common_voice_pt_20142443.wav,156716,o primeiro ano mais gasta a morte do que o vivo
common_voice_pt_20142444.wav,165932,a criança de short azul driblou a bola de basquete
common_voice_pt_20142445.wav,190508,uma mulher se senta em uma peça de mobiliário de arte
common_voice_pt_20142446.wav,185900,a criança pequena branca está perto do carro de esportes verde
common_voice_pt_20142463.wav,88364,o vioão era velho
common_voice_pt_20142464.wav,174380,vários homens de capacetes caminhando ao longo de um mirante nevado
common_voice_pt_20142465.wav,165164,dois homens arrastam malas por uma rua movimentada
common_voice_pt_20142467.wav,125228,garotinho correndo muito rápido
common_voice_pt_20142886.wav,152876,o coral de natal do éden está se apresentando
common_voice_pt_20142887.wav,169004,um menino está sendo espirrado em uma piscina
common_voice_pt_20142888.wav,182828,um casal de pé no escuro perto de algumas luzes festivas
common_voice_pt_20142889.wav,225068,que sejam projetos de inovação expansão e melhoria da competitividade
common_voice_pt_20142904.wav,226604,pessoa mais velha está ajudando uma criança em patins de gelo
common_voice_pt_20142907.wav,147500,revisão dos verões bascos de verão
common_voice_pt_20142909.wav,123692,ele viajou para portugual eu acho
common_voice_pt_20142910.wav,99884,crianças brincando na água
common_voice_pt_20142917.wav,132908,um homem sem camisa pinta o teto
common_voice_pt_20142924.wav,127532,isso é evidente por si mesmo não vamos mais falar
common_voice_pt_20142925.wav,169772,participantes de meia maratona reclamaram porque havia pouca sombra na estrada
common_voice_pt_20142941.wav,145964,quatro crianças estão brincando em uma colina de areia
common_voice_pt_20142944.wav,106796,todos devem ter o direito à educação
common_voice_pt_20142945.wav,122156,o cão de colarinho está saltando no ar
common_voice_pt_20142946.wav,171308,um homem sábio não precisa de conselho e um tolo não aceita
common_voice_pt_20142947.wav,169004,eu quero ouvir o álbum picchio dal pozzo de con hunley
common_voice_pt_20142948.wav,200492,em geral abordamos as pessoas interessadas em colaborar nos vários projetos que temos
common_voice_pt_20142949.wav,138284,um casal está andando pela calçada com seu cachorro
common_voice_pt_20142950.wav,162092,uma águia está chegando para um pouso na praia
common_voice_pt_20142951.wav,178988,um homem em um chapéu amarelo e azul que trabalha com madeira
common_voice_pt_20142952.wav,135980,nada perdido por falta de perguntar
common_voice_pt_20142953.wav,148268,as pessoas estão empacotando no mercado
common_voice_pt_20142954.wav,132140,menina de vermelho pulando de alegria
common_voice_pt_20142955.wav,175148,uma criança está desfrutando de uma bebida no supermercado
common_voice_pt_20142962.wav,134444,o cursor piscou com expectativa
common_voice_pt_20142963.wav,125228,fale comigo sobre isso
common_voice_pt_20142964.wav,151340,homem surfando em uma onda no oceano
common_voice_pt_20142965.wav,124460,a mãe vem conosco no trem
common_voice_pt_20142966.wav,187436,ele conhecia a habilidade da grande jovem atriz
common_voice_pt_20142968.wav,140588,um homem louro com uma trouxa está ao lado de uma lagoa
common_voice_pt_20142970.wav,114476,uma mulher com dor no quarto dela
common_voice_pt_20142976.wav,169772,homem e criança que andam ao longo da praia na água
common_voice_pt_20142977.wav,207404,reserve me uma reserva para o meio dia na french camp academy
common_voice_pt_20142978.wav,123692,ei não vá lá
common_voice_pt_20142979.wav,145964,o diabo encontra trabalho para mãos ociosas
common_voice_pt_20142980.wav,126764,onde estão as chaves
common_voice_pt_20142987.wav,155948,uma criança se ajoelha e levanta os braços
common_voice_pt_20142988.wav,139052,os jovens estão andando na rua à noite
common_voice_pt_20142990.wav,146732,uma criança que faz um castelo da areia na praia
common_voice_pt_20143131.wav,163628,um homem mais velho está sentado em um café relaxante
common_voice_pt_20143132.wav,141356,dois jovens estão em uma cabana
common_voice_pt_20143133.wav,160556,um bando de cachorros está correndo por uma trilha
common_voice_pt_20143135.wav,163628,por favor coloque um cabide no seu nariz antes de ler isto
common_voice_pt_20143151.wav,217388,uma vez cancelado eles podem enviar outro pedido via telemática
common_voice_pt_20143161.wav,103724,prenda dois pinos de cada lado
common_voice_pt_20143235.wav,172076,destinatários pessoas que não toleram a necessidade e precisam ser incorporadas
common_voice_pt_20143236.wav,110636,estrelas brilhantes trabalho no mar
common_voice_pt_20143237.wav,141356,um cachorro preto está perseguindo outro cachorro ao longo da praia
common_voice_pt_20143238.wav,157484,um homem novo em uma camisa amarela que senta se em um triciclo
common_voice_pt_20143244.wav,152108,um homem varrendo a bagunça no chão depois de um concerto
common_voice_pt_20143245.wav,159020,dois caras se divertindo jogando e cantando uma canção
common_voice_pt_20143248.wav,119084,um grupo de amigos está socializando
common_voice_pt_20143250.wav,190508,os tops são uma dádiva de deus nos dias quentes de verão
common_voice_pt_20143252.wav,138284,nunca diga que está chovendo até acabar
common_voice_pt_20143254.wav,166700,em relação ao documento resumo cuja qualidade é considerada melhorada
common_voice_pt_20143256.wav,152876,homem bonito e bar de vinhos eles estarão prontos em breve
common_voice_pt_20143257.wav,160556,um homem está sentado em uma banca de jornal lendo um jornal
common_voice_pt_20147487.wav,166700,eu nunca vi um rothschild antes
common_voice_pt_20147489.wav,182828,cada um está tomando o cenário com as bonitas luzes
common_voice_pt_20147491.wav,121388,que recepção eles receberam
common_voice_pt_20147493.wav,143660,o vale estava cheio de denso nevoeiro
common_voice_pt_20147509.wav,149804,dois homens estão servindo cerveja de uma torneira
common_voice_pt_20147511.wav,121388,eu preciso de uma mesa na junta spa
common_voice_pt_20147514.wav,106796,duas garotas em vestidos rindo
common_voice_pt_20147745.wav,100652,sim seria
common_voice_pt_20147747.wav,135980,ah como alguém poderia conseguir esse passe
common_voice_pt_20147749.wav,168236,dois homens assistem outro jogo em uma corneta de bronze
common_voice_pt_20148274.wav,185900,muitos soldados da segunda guerra mundial nunca foram enterrados em um cemitério
common_voice_pt_20148275.wav,144428,apenas morre ou desaparece quem não ama
common_voice_pt_20148277.wav,121388,oh eu sei disso
common_voice_pt_20148278.wav,184364,um surfista acabou de sair de uma onda em sua prancha de surfe
common_voice_pt_20156507.wav,103724,um jogador de futebol aponta
common_voice_pt_20156508.wav,240428,um homem com cabelos longos amarrados e vestindo uma camisa azul está tocando clarinete
common_voice_pt_20156509.wav,125228,as pessoas estão passeando em um mercado
common_voice_pt_20156510.wav,161324,um menino dribla uma bola de basquete no ginásio
common_voice_pt_20156518.wav,167468,classifique um zero ponto de conflito de visões
common_voice_pt_20156519.wav,203564,uma jovem garota em um parque lança um objeto no ar
common_voice_pt_20156520.wav,211244,o garoto se aproximou da garota e quando ela sorriu ele fez o mesmo
common_voice_pt_20156521.wav,165164,cinco pessoas estão sentadas juntas na neve
common_voice_pt_20156540.wav,245804,um homem asiático de preto pendurando um enorme porco morto a seus pés
common_voice_pt_20156544.wav,140588,uma aluna está estudando em uma biblioteca
common_voice_pt_20156547.wav,186668,um homem está correndo um camelo como se fosse um cavalo
common_voice_pt_20156562.wav,125228,eu sei eu sei
common_voice_pt_20156565.wav,217388,um lutador está pronto para pular em outro lutador fora do ringue
common_voice_pt_20156570.wav,195884,dois ciclistas estão esperando em uma zona de travessia
common_voice_pt_20156581.wav,109868,qual será o tempo aqui
common_voice_pt_20156582.wav,126764,dois coelhos em uma gaiola
common_voice_pt_20156583.wav,167468,o jovem olha para a fonte em um dia ensolarado
common_voice_pt_20156592.wav,240428,nem sempre dessa forma mas eu sempre apareço de uma forma ou de outra
common_voice_pt_20156595.wav,213548,uma criança masculina caucasiano varre o assoalho telhado
common_voice_pt_20156603.wav,195884,ele não tinha ideia de como ele iria se transformar no vento
common_voice_pt_20156611.wav,218924,estava amontoado em e ele mal pensara nisso há muito tempo
common_voice_pt_20156612.wav,153644,um homem sem camisa sobe uma parede de rocha
common_voice_pt_20156614.wav,211244,o outono está aqui agora e estamos vendo um belo céu azul pela manhã
common_voice_pt_20156626.wav,75308,já
common_voice_pt_20156627.wav,171308,eu fiz isso antes com o virtualbox com bons resultados
common_voice_pt_20156628.wav,203564,primeiro eles falam ao virar da esquina depois um atrás do outro
common_voice_pt_20156629.wav,251948,oito pessoas vestindo ternos vermelhos e carregando bolsas vermelhas estão atravessando uma ponte
common_voice_pt_20156630.wav,115244,o que está acontecendo aqui
common_voice_pt_20156640.wav,161324,os ingressos para a transmissão foram todos embora
common_voice_pt_20156642.wav,109868,eles eram o tesouro dele
common_voice_pt_20156643.wav,96044,poderia repetir
common_voice_pt_20156644.wav,203564,não vai te machucar e podemos fazer a edição da cidade
common_voice_pt_20156656.wav,195884,uma mulher em branco processa comida em um ambiente de fábrica
common_voice_pt_20156657.wav,145964,a água neste poço é uma fonte de boa saúde
common_voice_pt_20156660.wav,182828,trabalhadores tratam tecidos em piscinas externas de corante
common_voice_pt_20156672.wav,103724,quem te disse para fazer isso
common_voice_pt_20156673.wav,117548,hipster executa no violão
common_voice_pt_20156674.wav,140588,uma mulher com um capacete vermelho está pulando
common_voice_pt_20156675.wav,149804,escolhemos uma topologia de toro para nossa rede
common_voice_pt_20156676.wav,155948,algumas pessoas estão examinando vinhos em uma mesa
common_voice_pt_20156677.wav,88364,eu sinto sua falta
common_voice_pt_20156679.wav,152108,duas pessoas acabaram de fazer compras para produzir
common_voice_pt_20156683.wav,122924,café da manhã no café da manhã de amanhã
common_voice_pt_20156687.wav,178988,o velho com uma bengala está ouvindo um walkman
common_voice_pt_20156692.wav,148268,malhar no ferro enquanto está quente
common_voice_pt_20156694.wav,99884,o que isso significa
common_voice_pt_20156695.wav,171308,esta é a imagem de seis crianças asiáticas com pandeiros
common_voice_pt_20156706.wav,98348,como sabemos que acabou
common_voice_pt_20156707.wav,169004,eu amo shooters call of duty é o meu favorito
common_voice_pt_20156708.wav,182828,agora eu estou começando o que eu poderia ter começado dez anos atrás
common_voice_pt_20156709.wav,199724,cinco pessoas usando equipamentos de mergulho estão reunidas em águas calmas
common_voice_pt_20156885.wav,159788,adversidade e perda fazem um homem sábio
common_voice_pt_20156891.wav,207404,eu quero ouvir o álbum live in munich de laura love
common_voice_pt_20156893.wav,75308,todos riram
common_voice_pt_20156901.wav,138284,infelizmente a escolha é permanente
common_voice_pt_20156903.wav,240428,o terminal está quase vazio apenas algumas pessoas estão lá chegando ao seu destino
common_voice_pt_20156904.wav,180524,um homem com uma roupa azul está balançando uma espada no ar
common_voice_pt_20156905.wav,159788,as pessoas às compras no mercado coberto de tenda
common_voice_pt_20156916.wav,153644,um homem mais velho em uma escada tende a plantas
common_voice_pt_20156917.wav,155948,eu quero reservar um bar de ostras para cinco pessoas
common_voice_pt_20156918.wav,161324,um esquiador em vermelho está alto no ar
common_voice_pt_20156919.wav,98348,eu sou uma vaca
common_voice_pt_20156920.wav,221228,o menino loiro está vestindo uma camisa vermelha e pulando de um escorregador azul
common_voice_pt_20156926.wav,226604,verifique se o site é financiado por anúncios doações ou outros
common_voice_pt_20156928.wav,130604,um cão preto e branco salta pela água
common_voice_pt_20156930.wav,152108,a banda está se preparando para o seu desempenho
common_voice_pt_20156933.wav,155948,que tal mais uma vez ao redor do parque
common_voice_pt_20156934.wav,130604,eu não gostaria de usar essa banheira
common_voice_pt_20156935.wav,209708,dois cães passam uns aos outros perto de um pouco de água
common_voice_pt_20156936.wav,203564,o macho em uma camisa azul e boné skates em uma rua da cidade
common_voice_pt_20156937.wav,261164,isso lhe dá comandos para começar e uma boa estrutura para repetir comandos rapidamente
common_voice_pt_20156938.wav,171308,tem biblioteca ervas e germoplasma
common_voice_pt_20156939.wav,202028,eu nunca tinha ouvido falar de alquimistas antes de o menino disse
common_voice_pt_20156941.wav,119084,tudo foi escrito pela mesma mão
common_voice_pt_20156949.wav,103724,olá benjamin
common_voice_pt_20156951.wav,169004,fornecimento e instalação de um sistema de guia de áudio
common_voice_pt_20156953.wav,142124,um cachorro está pulando no ar para pegar um brinquedo
common_voice_pt_20156954.wav,194348,um homem de jaqueta preta olhando por cima do corrimão de um barco
common_voice_pt_20156961.wav,122924,ambiente de trabalho mais amigável
common_voice_pt_20156962.wav,172844,a imagem mostra várias pessoas comendo em mesas ao ar livre
common_voice_pt_20156964.wav,188204,um alpinista é preso por cordas a uma face de rocha marrom
common_voice_pt_20156986.wav,175148,um menino está em um banho de espuma olhando para as bolhas
common_voice_pt_20156987.wav,149804,um homem senta se em um cavalo com montanhas ao fundo
common_voice_pt_20156988.wav,171308,um homem em uma camisa verde em um salão de cabeleireiro
common_voice_pt_20156989.wav,195884,um grande cão bronzeado está saltando sobre obstáculos em um curso
common_voice_pt_20156996.wav,169004,encontrar um restaurante em pembine montana
common_voice_pt_20156997.wav,175148,uma pessoa flutua na água perto de pedras e uma cachoeira
common_voice_pt_20156998.wav,107564,quebre essa multidão
common_voice_pt_20156999.wav,103724,eu sei como eles se sentem
common_voice_pt_20157001.wav,149804,eu quero reservar uma pizzaria no afeganistão
common_voice_pt_20157004.wav,145964,dois cães rajados correndo na grama
common_voice_pt_20157005.wav,111404,o tronco de uma estátua
common_voice_pt_20157006.wav,213548,duas pessoas vestindo trajes verdes e roxos brilhantes com máscaras brancas
common_voice_pt_20157008.wav,136748,um homem mais velho bebe de um copo de vinho
common_voice_pt_20157011.wav,195884,uma mulher em uma montra segurando um monte de balões amarelos
common_voice_pt_20157015.wav,111404,uma mãe na rua com seu filho
common_voice_pt_20157021.wav,155948,uma mulher se protege do sol com seu guarda chuva
common_voice_pt_20157022.wav,176684,ajudaria o leitor a entender melhor o seu método
common_voice_pt_20157023.wav,221228,este é o direito de lucrar o socialismo refinado ou de segundo grau
common_voice_pt_20157025.wav,263468,adicione a música de justin furstenfeld à lista de músicas pop em ascensão
common_voice_pt_20157031.wav,136748,ela acha que o mundo tem pés de barro
common_voice_pt_20157032.wav,111404,eu estou fumando demais
common_voice_pt_20157033.wav,215084,uma pessoa asiática mais velha mistura vegetais em uma grande cuba
common_voice_pt_20157034.wav,184364,um homem está sentado ao lado da rua com vasos de latão
common_voice_pt_20157041.wav,213548,o reitor o secretário geral e o gerente da universidade são membros
common_voice_pt_20157043.wav,194348,foi uma lua tão boa que as novas granadas fizeram o bem
common_voice_pt_20157044.wav,165164,um homem de camisa azul está andando sobre uma ponte
common_voice_pt_20157045.wav,175148,um homem de camisa laranja está parado na calçada
common_voice_pt_20157046.wav,184364,um par que guarda as mãos ao andar abaixo da praia
common_voice_pt_20157047.wav,244268,finalmente na tabela dez podemos ver a evolução dos empregos no setor da construção
common_voice_pt_20157049.wav,203564,uma mulher asiática e areia em um mercado com o seu bem
common_voice_pt_20157050.wav,198188,eu não acho que seja um sistema ideal porque ele registra na parte errada
common_voice_pt_20157056.wav,190508,reserve uma reserva para oito pessoas em dakota do norte
common_voice_pt_20157057.wav,209708,uma pessoa passeando por uma floresta cor de laranja com um cachorro
common_voice_pt_20157058.wav,140588,aquele que canta afasta a tristeza
common_voice_pt_20157059.wav,111404,o que eu posso fazer
common_voice_pt_20157060.wav,169004,qual será o tempo às seis horas nas ilhas virgens
common_voice_pt_20157062.wav,228908,dois meninos subindo postes de telefone para ficar fora das águas da enchente
common_voice_pt_20157063.wav,157484,sabemos que e estamos acostumados a isso
common_voice_pt_20157064.wav,125228,ele está falando como uma criança
common_voice_pt_20157067.wav,163628,unidade que processa arquivo secretária
common_voice_pt_20157068.wav,130604,uma mulher está andando na calçada
common_voice_pt_20157069.wav,126764,agora isso nem sempre é o caso
common_voice_pt_20157070.wav,209708,começou a soprar com mais força a elevação das areias do deserto
common_voice_pt_20157077.wav,149804,eu vou assumir muitos pratos e coisas
common_voice_pt_20157078.wav,129068,talvez ele seja mesmo um tolo
common_voice_pt_20157079.wav,167468,um homem novo e uma mulher que desgastam a dança vermelha
common_voice_pt_20157080.wav,119084,um menino gosta de um banho de chuva
common_voice_pt_20157094.wav,226604,um grande grupo de jovens vestidos com tops brancos e fundos verdes
common_voice_pt_20157096.wav,134444,segunda feira não é meu pior dia da semana
common_voice_pt_20157098.wav,198188,um grande cão bronzeado está correndo com um item verde em sua boca
common_voice_pt_20157099.wav,184364,há pessoa em pé na água e brincando com um cachorro
common_voice_pt_20157100.wav,115244,tempo tudo cura
common_voice_pt_20157101.wav,163628,o homem vestindo jeans azul está pescando
common_voice_pt_20157102.wav,205868,todas essas funções são indispensáveis durante a vida do projeto
common_voice_pt_20157103.wav,175148,um homem em uma jaqueta de couro marrom toca guitarra
common_voice_pt_20157105.wav,184364,uma jovem garota contorce seu corpo durante uma performance
common_voice_pt_20157106.wav,144428,uma cebola por dia mantém todos longe
common_voice_pt_20157107.wav,157484,cavaleiro da bicicleta pulando obstáculos
common_voice_pt_20157108.wav,225068,certifique se de ler atentamente as instruções antes de iniciar seu projeto
common_voice_pt_20157110.wav,102188,velho não passará
common_voice_pt_20157116.wav,126764,alguém pode me dizer o que está acontecendo
common_voice_pt_20157117.wav,178988,nem mulher sem vergonha nem planta na florida de março
common_voice_pt_20157119.wav,192044,um monte de casais sentam se fora em um parque durante o dia
common_voice_pt_20157120.wav,152108,uma pessoa andando por um beco em direção à luz
common_voice_pt_20157121.wav,132908,ela também lidou com o soco
common_voice_pt_20157122.wav,276524,uma mulher em um vestido estampado floral e uma cabeça raspada em uma loja
common_voice_pt_20157123.wav,192044,eu estou gostando do som dessa economia baseada em ovo de avestruz
common_voice_pt_20157124.wav,138284,regras são feitas para serem quebradas
common_voice_pt_20157125.wav,138284,uma garota usa um vestido verde
common_voice_pt_20157126.wav,126764,e por que dizer isso
common_voice_pt_20157127.wav,126764,muitas pessoas andam pela loja
common_voice_pt_20157128.wav,152108,ele empregou a mais astuta das táticas
common_voice_pt_20157129.wav,180524,peça ao advogado para deixar cair a causa perdida
common_voice_pt_20157130.wav,140588,um homem e uma mulher estão dançando juntos
common_voice_pt_20157136.wav,132908,melhor se apressar e se barbear
common_voice_pt_20157137.wav,245804,aceso todos saúdam frescos piedosos alegres livres
common_voice_pt_20157139.wav,92204,nem um pouco
common_voice_pt_20157151.wav,180524,uma mulher abre um presente enquanto bebe cerveja
common_voice_pt_20157152.wav,138284,pessoas que circulam depois de um show
common_voice_pt_20157154.wav,107564,pep toma a pomada
common_voice_pt_20157155.wav,161324,se a barriga não for feliz todo o seu corpo sofrerá
common_voice_pt_20157157.wav,96044,eu quero pagar a conta
common_voice_pt_20157162.wav,157484,eles se sentiram alegres quando o navio chegou no porto
common_voice_pt_20157163.wav,157484,qualquer declaração sobre a insurreição vermelha amanhã
common_voice_pt_20157165.wav,106028,podemos falar amanhã
common_voice_pt_20157171.wav,163628,menina e menino beijando nas sombras
common_voice_pt_20157172.wav,171308,eu quero descobrir quando o midnight club está jogando
common_voice_pt_20157173.wav,90668,ele não respondeu
common_voice_pt_20157174.wav,182828,senhoras e senhores deputados todos traiçoeiros
common_voice_pt_20157177.wav,98348,mas eu não vou fazer isso
common_voice_pt_20157178.wav,228908,um mergulhador de águas profundas está em pleno equipamento estudando uma tartaruga marinha
common_voice_pt_20157179.wav,175148,um homem mais velho está bebendo e segurando um martelo gigante
common_voice_pt_20157180.wav,138284,deslize a nota entre as duas folhas
common_voice_pt_20157181.wav,142124,o sol foi transformado em um disco de ouro
common_voice_pt_20157182.wav,138284,um rapaz pequeno que joga em um bico de água
common_voice_pt_20157183.wav,159788,eu gosto da cidade mas em julho é muito quente
common_voice_pt_20157184.wav,138284,o espaço rapidamente se encheu de pessoas
common_voice_pt_20157185.wav,178988,ela virou se para john e gritou look out
common_voice_pt_20157191.wav,221228,para nossos objetivos é claro vamos querer usar um comando de voz
common_voice_pt_20157193.wav,190508,a combinação de trompetes violinos e bateria é bastante incomum
common_voice_pt_20157196.wav,167468,pessoa de jaqueta preta e shorts correndo na chuva
common_voice_pt_20157197.wav,122924,lima é a capital do peru
common_voice_pt_20157198.wav,169004,há uma caravana saindo hoje para al fayoum
common_voice_pt_20162014.wav,259628,palhaços andando pela rua aparentemente em um desfile com um porta potty no fundo
common_voice_pt_20162015.wav,118316,duas equipes patinando
common_voice_pt_20162017.wav,162092,carvalhos poderosos de pequenas bolotas crescem
common_voice_pt_20162018.wav,137516,eles vão as leis onde os reis querem
common_voice_pt_20162024.wav,224300,eu esperava que eles voltassem logo mas agora estou realmente começando a me preocupar
common_voice_pt_20162025.wav,141356,aqui está uma explicação de por que não há ninguém
common_voice_pt_20162026.wav,100652,crianças dormindo no chão
common_voice_pt_20162027.wav,140588,uma senhora explicando com as mãos que era tão grande
common_voice_pt_20162029.wav,170540,um menino está nas costas de outra pessoa que está usando um chapéu
common_voice_pt_20162030.wav,143660,para são francisco leve o ourives
common_voice_pt_20162031.wav,96812,classifique o livro atual como zero
common_voice_pt_20162032.wav,185900,as pessoas estão andando por um carrossel brilhante que algumas pessoas estão sentadas
common_voice_pt_20162033.wav,152108,dois cavalos com corredores correm ao longo da pista
common_voice_pt_20162350.wav,125228,um homem senta se em uma calçada
common_voice_pt_20162351.wav,106796,graham treinou rigidamente
common_voice_pt_20162352.wav,211244,mulheres em uma competição de natação de revezamento estão decolando da linha de largada
common_voice_pt_20162353.wav,186668,como aproximação usamos uma distribuição gaussiana multivariada
common_voice_pt_20162354.wav,119084,construções de pedra não queimam
common_voice_pt_20162365.wav,143660,uma pessoa em uma bicicleta de bmx
common_voice_pt_20162369.wav,154412,homem de uniforme fica perto de mulher com cabelo roxo
common_voice_pt_20162371.wav,92972,tudo acabou
common_voice_pt_20162373.wav,182828,mergulhador sob a água segurando pequeno crustáceo em suas mãos
common_voice_pt_20162374.wav,105260,a viajem será longa
common_voice_pt_20162385.wav,231980,vantagens competitivas que podem ser usadas para reter e atrair talentos e capital humano
common_voice_pt_20162386.wav,92972,foi inútil
common_voice_pt_20162387.wav,158252,sacos de plástico acabaram sendo um problema para o meio ambiente
common_voice_pt_20162388.wav,111404,mas aonde estamos indo
common_voice_pt_20162389.wav,166700,uma criança está dormindo do lado de fora da área de dormir
common_voice_pt_20162482.wav,270380,grande grupo de pessoas se reuniram no piquenique ou churrasco perto de prédio
common_voice_pt_20162483.wav,117548,me fale sobre isso
common_voice_pt_20162484.wav,167468,encontre filmes animados na área
common_voice_pt_20162494.wav,215852,uma égua cinza caminhou diante do potro
common_voice_pt_20162496.wav,194348,muito mais é aprendido olhando os livros de decoração
common_voice_pt_20162500.wav,222764,um cara em um skate está fazendo um truque ao entardecer
common_voice_pt_20162503.wav,294956,planejar e gerenciar os serviços presenciais e virtuais oferecidos pelo serviço
common_voice_pt_20162557.wav,138284,vamos fazer uma noite
common_voice_pt_20162558.wav,153644,o que aconteceu com ele
common_voice_pt_20162559.wav,180524,uma mulher em um vestido brilhante está dançando
common_voice_pt_20162560.wav,165164,apesar disso eu ainda acreditava que havia homens em marte
